Latitude,Longitude,Angle,Image_URL,Image_Name,Image_Download_Status,Image_Date
38.7052013,-9.1838564,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70520129999999,-9.1838564&heading=90",82,Downloaded,Aug-24
38.7052013,-9.1838564,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70520129999999,-9.1838564&heading=180",83,Downloaded,Aug-24
38.7052013,-9.1838564,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70520129999999,-9.1838564&heading=270",84,Downloaded,Aug-24
38.70487675,-9.183513552,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.704876749699494,-9.183513551830979&heading=0",85,Downloaded,Jul-24
38.70487675,-9.183513552,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.704876749699494,-9.183513551830979&heading=90",86,Downloaded,Jul-24
38.70487675,-9.183513552,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.704876749699494,-9.183513551830979&heading=180",87,Downloaded,Jul-24
38.70487675,-9.183513552,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.704876749699494,-9.183513551830979&heading=270",88,Downloaded,Jul-24
38.7045868,-9.1832072,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7045868,-9.1832072&heading=0",89,Downloaded,Jul-24
38.7045868,-9.1832072,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7045868,-9.1832072&heading=90",90,Downloaded,Jul-24
38.7045868,-9.1832072,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7045868,-9.1832072&heading=180",91,Downloaded,Jul-24
38.7045868,-9.1832072,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7045868,-9.1832072&heading=270",92,Downloaded,Jul-24
38.70426415,-9.182861419,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70426414746338,-9.18286141877454&heading=0",93,Downloaded,Jul-24
38.70426415,-9.182861419,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70426414746338,-9.18286141877454&heading=90",94,Downloaded,Jul-24
38.70426415,-9.182861419,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70426414746338,-9.18286141877454&heading=180",95,Downloaded,Jul-24
38.70426415,-9.182861419,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70426414746338,-9.18286141877454&heading=270",96,Downloaded,Jul-24
38.7057841,-9.1850846,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7057841,-9.185084599999998&heading=0",97,Downloaded,Aug-24
38.7057841,-9.1850846,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7057841,-9.185084599999998&heading=90",98,Downloaded,Aug-24
38.7057841,-9.1850846,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7057841,-9.185084599999998&heading=180",99,Downloaded,Aug-24
38.7057841,-9.1850846,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7057841,-9.185084599999998&heading=270",100,Downloaded,Aug-24
